accountid,cred_date,date_ref,tempo_de_casa,max_machine,assunto_short,waitingtime,pesquisa_sat
272,147,94,-1.0,3,4,8.0,1
273,71,112,12.0,1,2,20.0,1
273,71,112,12.0,1,6,54.0,1
273,71,44,19.0,1,7,4.0,1
273,71,49,34.0,1,3,6.0,1
273,71,49,34.0,1,6,6.0,1
274,132,163,25.0,3,3,13.0,5
274,132,138,36.0,3,2,12.0,2
275,20,55,78.0,1,1,10.0,1
275,20,50,92.0,1,10,7.0,1
275,20,50,92.0,1,2,7.0,1
275,20,51,99.0,1,1,16.0,1
276,24,167,0.0,2,3,13.0,2
277,29,168,-2.0,1,1,8.0,2
277,29,168,-2.0,1,4,8.0,1
277,29,7,91.0,1,2,21.0,1
278,79,147,46.0,3,1,10.0,1
279,88,51,21.0,3,1,16.0,1
279,88,51,21.0,3,3,16.0,1
279,88,59,31.0,3,2,13.0,1
279,88,156,32.0,3,2,12.0,1
280,120,162,-1.0,2,1,3.0,1
280,120,162,-1.0,2,4,3.0,1
280,120,162,-1.0,2,2,3.0,1
280,120,162,-1.0,2,2,3.0,1
280,120,162,-1.0,2,2,3.0,1
280,120,82,10.0,2,3,3.0,1
281,136,17,4.0,3,12,9.0,1
281,136,22,14.0,3,1,5.0,1
281,136,22,14.0,3,10,5.0,1
281,136,113,29.0,3,1,11.0,1
281,136,113,29.0,3,3,11.0,1
281,136,27,35.0,3,1,3.0,1
282,65,12,7.0,1,1,6.0,1
282,65,3,8.0,1,2,7.0,1
282,65,116,28.0,1,2,4.0,1
282,65,116,28.0,1,2,7.0,1
283,141,50,19.0,1,3,20.0,1
283,141,127,23.0,1,10,5.0,1
283,141,127,23.0,1,1,9.0,1
284,119,77,36.0,1,1,2.0,2
284,119,100,89.0,1,12,10.0,1
285,140,77,8.0,1,2,6.0,2
285,140,77,8.0,1,2,6.0,4
286,151,169,5.0,3,2,16.0,2
286,151,120,81.0,3,3,12.0,5
286,151,138,82.0,3,6,7.0,2
286,151,111,92.0,3,3,19.0,1
286,151,112,102.0,3,1,19.0,1
286,151,43,105.0,3,3,8.0,1
286,151,1,113.0,3,2,14.0,1
286,151,8,128.0,3,8,16.0,1
286,151,123,131.0,3,6,28.0,1
287,20,167,9.0,3,1,5.0,1
287,20,167,9.0,3,1,5.0,2
288,152,170,71.0,4,1,9.0,3
288,152,93,154.0,4,6,12.0,5
289,38,16,3.0,2,3,9.0,1
290,153,171,49.0,1,1,6.0,2
291,84,84,10.0,1,2,12.0,1
292,29,124,0.0,1,8,2162.0,2
293,21,20,10.0,1,6,20.0,1
294,154,172,90.0,3,12,9.0,1
294,154,172,90.0,3,8,9.0,2
295,29,167,2.0,1,2,4.0,2
295,29,149,9.0,1,1,12.0,2
295,29,149,9.0,1,2,12.0,1
295,29,61,32.0,1,1,4.0,1
295,29,38,34.0,1,1,67.0,1
295,29,142,35.0,1,2,11.0,1
295,29,24,43.0,1,3,4.0,1
295,29,24,43.0,1,2,7.0,1
295,29,98,69.0,1,1,5.0,1
295,29,173,76.0,1,1,8.0,1
295,29,173,76.0,1,2,8.0,1
295,29,173,76.0,1,2,8.0,1
295,29,173,76.0,1,2,8.0,1
295,29,94,83.0,1,1,6.0,1
295,29,39,98.0,1,1,3.0,1
295,29,2,113.0,1,1,3.0,1
295,29,86,141.0,1,2,24.0,1
296,155,46,0.0,1,3,11.0,2
296,155,38,48.0,1,8,30.0,1
296,155,38,48.0,1,2,30.0,1
296,155,52,125.0,1,1,50.0,1
297,156,158,0.0,3,3,995.0,2
298,86,60,10.0,2,6,31.0,1
299,38,82,42.0,1,1,10.0,1
300,49,3,9.0,2,2,12.0,1
300,49,69,11.0,2,2,72.0,1
301,110,141,7.0,2,1,19.0,1
301,110,64,13.0,2,3,50.0,1
301,110,64,13.0,2,2,50.0,1
302,157,17,8.0,1,8,8.0,1
303,88,49,-1.0,2,1,21.0,1
303,88,49,-1.0,2,4,21.0,1
303,88,55,0.0,2,3,8.0,1
303,88,55,0.0,2,3,8.0,1
303,88,55,0.0,2,2,8.0,1
303,88,51,21.0,2,3,75.0,1
303,88,39,27.0,2,3,6.0,1
303,88,80,34.0,2,3,9.0,1
304,131,36,10.0,3,1,5.0,2
304,131,36,10.0,3,2,5.0,1
305,77,24,1.0,1,3,17.0,1
306,33,151,-1.0,3,3,13.0,1
306,33,24,11.0,3,2,14.0,1
306,33,83,12.0,3,1,17.0,1
306,33,83,12.0,3,2,33.0,1
307,4,31,5.0,2,3,2.0,1
307,4,100,16.0,2,2,8.0,1
307,4,99,28.0,2,6,11.0,1
308,135,45,24.0,3,1,23.0,1
308,135,45,24.0,3,1,23.0,2
308,135,57,28.0,3,2,34.0,2
308,135,1,76.0,3,2,9.0,1
308,135,108,89.0,3,2,13.0,1
308,135,21,121.0,3,2,23.0,1
309,54,78,7.0,1,2,3.0,1
310,158,110,0.0,1,8,9.0,1
310,158,110,0.0,1,2,9.0,1
310,158,110,0.0,1,2,9.0,1
310,158,110,0.0,1,2,9.0,1
310,158,137,6.0,1,1,3.0,1
310,158,137,6.0,1,1,3.0,1
310,158,137,6.0,1,8,3.0,1
310,158,137,6.0,1,2,3.0,1
310,158,137,6.0,1,2,3.0,1
311,30,138,1.0,3,8,10.0,2
311,30,92,3.0,3,3,16.0,1
311,30,92,3.0,3,4,16.0,1
311,30,92,3.0,3,2,16.0,1
311,30,38,7.0,3,3,8.0,1
311,30,139,9.0,3,2,5.0,1
311,30,139,9.0,3,2,5.0,1
311,30,13,10.0,3,2,3.0,1
311,30,83,17.0,3,12,43.0,1
311,30,28,22.0,3,1,10.0,1
311,30,132,26.0,3,2,8.0,1
312,9,24,8.0,3,2,8.0,1
312,9,147,61.0,3,2,8.0,1
312,9,39,63.0,3,6,10.0,1
313,45,18,16.0,1,2,4.0,1
314,52,60,45.0,1,1,10.0,1
314,52,150,54.0,1,7,9.0,1
315,1,65,0.0,1,1,6.0,1
315,1,14,6.0,1,3,8.0,1
315,1,6,22.0,1,1,8.0,1
315,1,141,64.0,1,3,6.0,1
316,77,40,-1.0,2,4,12.0,1
316,77,21,62.0,2,1,875.0,1
317,122,109,20.0,3,2,4.0,1
318,159,55,10.0,3,2,17.0,1
318,159,96,67.0,3,1,38.0,1
318,159,96,67.0,3,2,38.0,1
318,159,110,68.0,3,2,8.0,1
318,159,82,72.0,3,2,7.0,1
319,134,12,9.0,2,3,15.0,1
319,134,16,16.0,2,3,4.0,1
319,134,48,19.0,2,2,13.0,1
320,58,73,0.0,3,2,10.0,1
320,58,28,10.0,3,2,40.0,1
320,58,174,11.0,3,3,12.0,1
321,71,155,9.0,1,8,16.0,1
321,71,155,9.0,1,3,16.0,1
321,71,147,60.0,1,5,10.0,1
321,71,2,77.0,1,2,6.0,1
322,160,175,48.0,2,2,13.0,2
322,160,140,57.0,2,2,9.0,2
322,160,176,62.0,2,2,24.0,2
322,160,91,115.0,2,2,15.0,2
322,160,42,117.0,2,5,6.0,1
322,160,90,258.0,2,8,6.0,1
323,141,49,4.0,1,10,8.0,1
323,141,49,4.0,1,1,14.0,1
324,108,167,1.0,3,3,20.0,5
324,108,111,37.0,3,6,7.0,1
325,16,149,6.0,3,1,17.0,2
326,2,58,6.0,1,2,10.0,1
326,2,58,6.0,1,2,10.0,1
327,72,21,9.0,3,2,3.0,1
328,161,148,2.0,2,3,10.0,1
328,161,86,11.0,2,3,6.0,1
329,103,48,7.0,3,2,10.0,1
330,25,33,105.0,3,1,3.0,1
330,25,159,178.0,3,2,7.0,1
331,26,33,7.0,1,2,7.0,1
331,26,55,13.0,1,1,34.0,1
332,126,177,7.0,3,2,14.0,2
332,126,177,7.0,3,3,18.0,2
333,81,141,50.0,1,2,3.0,1
334,162,13,62.0,1,1,12.0,1
334,162,69,115.0,1,2,9.0,1
334,162,69,115.0,1,3,13.0,1
335,12,40,10.0,3,3,5.0,1
335,12,24,12.0,3,1,15.0,1
335,12,106,21.0,3,2,8.0,1
335,12,106,21.0,3,3,29.0,1
336,119,34,50.0,3,2,5.0,1
337,4,33,13.0,1,3,8.0,1
337,4,49,18.0,1,8,49.0,1
338,22,86,107.0,3,8,10.0,1
339,89,126,23.0,3,3,5.0,1
339,89,5,29.0,3,3,3.0,1
339,89,78,33.0,3,3,5.0,1
340,90,39,13.0,1,8,12.0,1
340,90,39,13.0,1,3,12.0,1
340,90,39,13.0,1,3,26.0,1
340,90,136,31.0,1,2,6.0,1
340,90,18,45.0,1,2,5.0,1
341,163,178,-4.0,2,3,15.0,3
341,163,138,114.0,2,8,6.0,1
342,164,52,8.0,1,2,13.0,1
343,165,179,35.0,1,6,17.0,2
344,120,144,21.0,2,8,10.0,1
345,136,22,14.0,1,1,5.0,1
346,166,162,39.0,1,2,5.0,1
347,167,13,4.0,1,2,6.0,1
348,41,17,85.0,1,8,7.0,1
349,168,180,51.0,2,3,18.0,2
349,168,175,55.0,2,2,16.0,2
349,168,34,175.0,2,3,4.0,1
349,168,142,181.0,2,2,19.0,1
349,168,66,206.0,2,10,13.0,1
350,2,86,54.0,2,8,2.0,1
350,2,10,60.0,2,6,5.0,1
351,22,40,7.0,1,1,14.0,1
351,22,40,7.0,1,8,14.0,1
352,24,45,5.0,2,3,25.0,4
352,24,14,60.0,2,1,10.0,1
353,38,147,5.0,2,2,9.0,1
354,26,33,7.0,3,1,13.0,1
354,26,49,12.0,3,8,72.0,1
354,26,108,14.0,3,11,9.0,1
354,26,8,16.0,3,2,6.0,1
355,75,50,4.0,1,2,56.0,1
356,169,82,7.0,2,8,10.0,1
357,8,8,45.0,3,8,6.0,1
357,8,8,45.0,3,7,6.0,1
357,8,6,49.0,3,2,54.0,1
358,32,150,9.0,1,10,0.0,1
358,32,150,9.0,1,2,0.0,1
359,12,40,10.0,3,3,18.0,1
359,12,155,14.0,3,1,7.0,1
359,12,155,14.0,3,2,21.0,1
359,12,174,19.0,3,1,10.0,1
359,12,174,19.0,3,1,10.0,1
359,12,106,21.0,3,1,6.0,1
359,12,88,55.0,3,1,6.0,1
360,126,92,16.0,1,2,13.0,1
360,126,142,21.0,1,1,10.0,1
361,94,20,28.0,3,3,7.0,1
361,94,6,33.0,3,3,11.0,1
361,94,84,39.0,3,3,10.0,1
361,94,84,39.0,3,3,10.0,1
361,94,50,40.0,3,3,8.0,1
362,47,138,0.0,3,4,25.0,2
362,47,138,0.0,3,2,25.0,1
362,47,38,6.0,3,1,8.0,1
362,47,38,6.0,3,2,8.0,1
362,47,38,6.0,3,2,8.0,1
362,47,142,7.0,3,1,11.0,1
362,47,139,8.0,3,10,11.0,1
362,47,43,23.0,3,1,46.0,1
362,47,14,34.0,3,10,4.0,1
362,47,22,97.0,3,6,158.0,1
363,170,181,242.0,2,12,8.0,5
363,170,80,377.0,2,7,6.0,1
363,170,18,402.0,2,3,3.0,1
364,171,163,-1.0,3,4,15.0,2
364,171,99,62.0,3,1,10.0,1
364,171,99,62.0,3,2,10.0,1
364,171,88,68.0,3,3,8.0,1
365,112,69,116.0,3,11,5.0,1
365,112,69,116.0,3,2,5.0,1
366,65,69,10.0,3,3,12.0,1
367,13,182,4.0,2,1,8.0,1
367,13,182,4.0,2,3,8.0,1
368,45,78,13.0,3,8,13.0,1
368,45,78,13.0,3,1,14.0,1
368,45,96,14.0,3,1,10.0,1
368,45,9,20.0,3,1,1.0,1
369,172,183,37.0,1,1,8.0,2
370,6,148,56.0,1,1,11.0,1
370,6,148,56.0,1,2,11.0,1
370,6,135,63.0,1,1,7.0,1
370,6,135,63.0,1,8,7.0,1
370,6,135,63.0,1,8,7.0,1
370,6,86,65.0,1,1,3.0,1
370,6,86,65.0,1,1,3.0,1
371,26,15,6.0,3,8,8.0,1
371,26,84,26.0,3,2,15.0,1
371,26,88,28.0,3,1,21.0,1
371,26,90,61.0,3,2,8.0,1
372,42,184,11.0,1,1,6.0,2
372,42,184,11.0,1,3,6.0,2
372,42,184,11.0,1,2,6.0,1
373,171,13,19.0,1,2,3.0,1
374,117,20,29.0,1,2,10.0,1
374,117,20,29.0,1,2,10.0,1
375,22,23,8.0,3,3,32.0,1
376,144,26,11.0,2,3,19.0,1
377,96,11,14.0,1,1,8.0,1
377,96,11,14.0,1,2,8.0,1
378,117,44,11.0,2,1,7.0,1
378,117,44,11.0,2,2,7.0,1
379,10,89,14.0,2,1,6.0,1
379,10,89,14.0,2,2,6.0,1
380,37,71,-1.0,2,4,5.0,1
380,37,90,0.0,2,3,251.0,1
381,32,78,15.0,1,11,12.0,1
382,162,185,35.0,2,1,53.0,2
382,162,111,63.0,2,1,16.0,1
382,162,111,63.0,2,2,16.0,1
382,162,150,146.0,2,6,2.0,1
383,51,177,17.0,3,1,25.0,2
383,51,177,17.0,3,2,25.0,2
383,51,92,26.0,3,1,4.0,1
383,51,92,26.0,3,2,4.0,1
384,17,77,7.0,3,3,6.0,5
385,155,139,50.0,1,7,32.0,1
385,155,100,82.0,1,8,17.0,1
385,155,98,83.0,1,8,12.0,1
386,98,82,24.0,2,1,11.0,1
386,98,82,24.0,2,1,11.0,1
386,98,82,24.0,2,11,11.0,1
386,98,82,24.0,2,2,11.0,1
386,98,9,25.0,2,1,5.0,1
387,147,96,44.0,1,1,2.0,1
388,91,139,95.0,2,1,4.0,1
389,101,144,4.0,2,3,16.0,1
389,101,144,4.0,2,3,16.0,1
390,173,186,296.0,4,1,16.0,2
390,173,187,297.0,4,2,10.0,2
390,173,29,301.0,4,7,15.0,2
390,173,29,301.0,4,7,15.0,1
390,173,29,301.0,4,1,16.0,2
390,173,149,309.0,4,3,11.0,2
390,173,149,309.0,4,2,11.0,3
390,173,177,321.0,4,2,15.0,2
391,62,64,-2.0,1,3,10.0,1
391,62,148,4.0,1,3,8.0,1
392,118,86,35.0,1,1,58.0,1
392,118,86,35.0,1,1,58.0,1
393,45,2,-1.0,2,1,5.0,1
393,45,2,-1.0,2,4,5.0,1
393,45,141,6.0,2,3,95.0,1
393,45,87,17.0,2,3,5.0,1
394,174,83,21.0,3,1,73.0,1
394,174,83,21.0,3,11,73.0,1
395,3,9,12.0,1,1,4.0,1
396,71,24,7.0,2,1,4.0,1
396,71,24,7.0,2,2,4.0,1
396,71,24,7.0,2,2,4.0,1
396,71,155,9.0,2,1,7.0,1
396,71,155,9.0,2,1,7.0,1
396,71,155,9.0,2,7,7.0,1
397,175,32,68.0,3,7,9.0,1
398,13,96,23.0,1,2,5.0,1
399,176,146,10.0,2,2,1207.0,2
400,177,128,19.0,3,1,7.0,5
401,13,137,30.0,1,1,8.0,1
401,13,137,30.0,1,8,8.0,1
401,13,109,31.0,1,2,2.0,1
402,178,56,1.0,1,1,12.0,1
402,178,56,1.0,1,11,12.0,1
402,178,102,10.0,1,1,12.0,2
402,178,133,69.0,1,8,116.0,1
403,179,30,223.0,2,3,46.0,1
403,179,188,243.0,2,1,13.0,1
404,23,189,-18.0,1,2,8.0,5
404,23,190,0.0,1,1,15.0,5
404,23,121,4.0,1,8,2.0,5
404,23,121,4.0,1,2,2.0,1
405,180,163,12.0,3,6,3.0,2
405,180,22,120.0,3,7,8.0,1
406,165,31,99.0,3,8,7.0,1
406,165,31,99.0,3,3,7.0,1
406,165,31,99.0,3,3,7.0,1
406,165,31,99.0,3,3,7.0,1
406,165,32,100.0,3,3,32.0,1
406,165,6,120.0,3,3,119.0,1
407,1,47,7.0,3,2,36.0,1
408,181,113,264.0,4,1,23.0,1
409,8,38,5.0,2,1,5.0,1
409,8,38,5.0,2,2,5.0,1
410,182,191,-2.0,2,3,1.0,5
411,120,70,26.0,2,3,13.0,1
412,169,78,1.0,2,2,5.0,1
413,183,129,318.0,4,1,11.0,2
413,183,120,341.0,4,1,14.0,1
413,183,120,341.0,4,8,14.0,1
413,183,120,341.0,4,2,14.0,2
414,61,121,8.0,1,2,11.0,2
414,61,3,124.0,1,2,7.0,1
415,184,153,0.0,1,12,16.0,1
416,184,192,16.0,2,3,52.0,2
417,182,121,7.0,3,3,16.0,2
417,182,53,9.0,3,8,1.0,2
418,58,40,2.0,3,3,8.0,1
418,58,43,12.0,3,2,4.0,1
418,58,43,12.0,3,7,4.0,1
418,58,43,12.0,3,1,7.0,1
418,58,43,12.0,3,2,28.0,1
418,58,106,13.0,3,14,13.0,1
418,58,106,13.0,3,7,13.0,1
418,58,132,14.0,3,14,3.0,1
418,58,19,15.0,3,2,4.0,1
418,58,133,28.0,3,6,35.0,1
418,58,182,70.0,3,14,3.0,1
418,58,182,70.0,3,2,3.0,1
418,58,78,88.0,3,2,6.0,1
419,185,173,353.0,2,2,10.0,1
419,185,16,371.0,2,3,12.0,1
419,185,17,392.0,2,2,30.0,1
420,54,150,1.0,2,3,12.0,1
421,186,93,17.0,3,3,10.0,2
421,186,154,27.0,3,8,9.0,1
422,125,38,10.0,3,1,12.0,1
422,125,111,14.0,3,3,14.0,1
423,43,120,11.0,3,2,12.0,2
423,43,40,25.0,3,2,7.0,1
423,43,24,27.0,3,2,120.0,1
423,43,8,58.0,3,2,11.0,1
424,94,98,24.0,2,2,6.0,1
424,94,55,26.0,2,6,6.0,1
424,94,17,70.0,2,1,4.0,1
424,94,17,70.0,2,6,4.0,1
425,81,22,55.0,3,3,7.0,1
425,81,72,72.0,3,6,49.0,1
426,72,89,11.0,1,8,9.0,1
426,72,89,11.0,1,2,9.0,1
426,72,17,20.0,1,2,2.0,1
427,187,25,6.0,3,2,3.0,1
428,17,193,8.0,1,3,44.0,2
428,17,163,9.0,1,3,17.0,3
428,17,38,26.0,1,1,11.0,1
428,17,38,26.0,1,3,14.0,1
428,17,50,77.0,1,1,5.0,1
428,17,50,77.0,1,2,5.0,1
429,188,2,31.0,1,6,7.0,1
429,188,71,36.0,1,1,12.0,1
429,188,71,36.0,1,11,12.0,1
429,188,141,38.0,1,1,8.0,1
429,188,82,51.0,1,11,17.0,1
429,188,82,51.0,1,14,17.0,1
429,188,9,52.0,1,1,38.0,1
430,189,109,11.0,3,8,7.0,1
431,104,118,8.0,1,2,53.0,1
431,104,116,9.0,1,1,6.0,1
431,104,116,9.0,1,2,6.0,1
432,43,132,37.0,1,3,8.0,1
433,57,32,12.0,3,1,18.0,1
434,190,135,321.0,4,8,7.0,1
435,191,115,-1.0,2,8,7.0,1
435,191,115,-1.0,2,4,16.0,1
435,191,25,13.0,2,1,26.0,1
436,164,126,14.0,2,8,8.0,1
436,164,71,15.0,2,12,10.0,1
437,119,38,55.0,2,2,10.0,1
437,119,38,55.0,2,2,10.0,1
437,119,174,71.0,2,2,11.0,1
437,119,174,71.0,2,1,21.0,1
437,119,174,71.0,2,1,21.0,1
437,119,174,71.0,2,8,21.0,1
437,119,106,73.0,2,1,4.0,1
438,24,102,6.0,3,8,35.0,2
438,24,102,6.0,3,2,35.0,1
438,24,93,12.0,3,3,13.0,2
438,24,10,145.0,3,8,5.0,1
439,13,22,20.0,3,2,18.0,1
439,13,113,35.0,3,2,5.0,1
439,13,70,44.0,3,1,15.0,1
439,13,70,44.0,3,1,15.0,1
440,192,14,114.0,3,1,11.0,1
441,126,120,13.0,3,2,8.0,2
442,3,194,2.0,2,1,7.0,1
443,88,6,7.0,2,6,8.0,1
444,37,162,3.0,2,3,49.0,1
445,46,5,112.0,1,2,1.0,1
446,111,43,8.0,2,3,3.0,1
447,136,17,4.0,1,1,13.0,1
447,136,17,4.0,1,3,13.0,1
447,136,26,37.0,1,1,2.0,1
448,38,21,13.0,2,6,3.0,1
449,2,90,32.0,2,8,1.0,1
450,114,50,26.0,3,2,4.0,1
451,38,114,10.0,2,2,9.0,1
451,38,114,10.0,2,2,9.0,1
451,38,80,14.0,2,8,3.0,1
452,9,73,4.0,1,1,13.0,1
452,9,73,4.0,1,2,13.0,1
453,138,10,5.0,3,2,4.0,1
454,120,9,11.0,3,8,4.0,1
455,38,89,15.0,2,3,7.0,1
456,193,154,14.0,1,10,6.0,2
456,193,120,17.0,1,4,13.0,1
456,193,150,111.0,1,1,3.0,1
456,193,150,111.0,1,7,6.0,1
457,11,156,43.0,1,8,9.0,1
458,130,22,10.0,2,2,14.0,1
458,130,10,32.0,2,1,5.0,1
458,130,10,32.0,2,6,5.0,1
459,149,39,12.0,1,3,13.0,1
459,149,59,16.0,1,2,4.0,1
459,149,60,26.0,1,1,6.0,1
459,149,60,26.0,1,2,6.0,1
460,38,69,-1.0,2,4,24.0,1
460,38,16,3.0,2,1,7.0,1
460,38,16,3.0,2,3,7.0,1
460,38,16,3.0,2,2,7.0,1
461,4,65,4.0,2,3,5.0,1
461,4,15,12.0,2,3,7.0,1
461,4,99,28.0,2,1,19.0,1
461,4,99,28.0,2,1,19.0,1
461,4,99,28.0,2,2,19.0,1
461,4,79,91.0,2,1,6.0,1
462,145,98,14.0,3,3,44.0,1
462,145,12,32.0,3,1,12.0,1
462,145,12,32.0,3,3,12.0,1
462,145,58,38.0,3,3,26.0,1
462,145,90,64.0,3,1,5.0,1
462,145,96,73.0,3,3,18.0,1
462,145,86,86.0,3,2,4.0,1
463,41,139,6.0,3,3,161.0,1
464,194,143,168.0,2,1,403.0,2
465,174,61,9.0,1,3,28.0,1
466,49,99,1.0,1,3,10.0,1
467,191,2,12.0,1,8,8.0,1
468,195,69,18.0,1,1,7.0,1
469,120,137,12.0,2,2,2.0,1
470,47,40,13.0,3,3,26.0,1
470,47,173,48.0,3,2,9.0,1
471,21,127,26.0,1,1,19.0,1
472,104,52,12.0,2,1,5.0,1
473,11,98,9.0,2,4,7.0,1
473,11,8,14.0,2,3,9.0,1
474,7,101,2.0,1,3,8.0,1
474,7,40,3.0,1,3,7.0,1
474,7,132,15.0,1,2,13.0,1
474,7,31,19.0,1,1,4.0,1
475,1,32,2.0,2,3,9.0,1
475,1,1,3.0,2,2,8.0,1
475,1,118,51.0,2,1,2.0,1
475,1,118,51.0,2,2,2.0,1
476,158,70,20.0,2,2,44.0,1
477,6,84,8.0,1,2,4.0,1
478,176,103,38.0,1,1,18.0,1
478,176,103,38.0,1,1,18.0,1
478,176,103,38.0,1,2,18.0,2
478,176,177,39.0,1,2,6.0,2
478,176,177,39.0,1,2,17.0,2
478,176,108,90.0,1,2,12.0,1
478,176,11,97.0,1,2,7.0,1
478,176,39,116.0,1,3,19.0,1
478,176,17,133.0,1,2,3.0,1
479,39,1,8.0,2,2,7.0,1
479,39,1,8.0,2,6,7.0,1
480,35,89,18.0,3,2,7.0,1
481,196,92,223.0,2,7,17.0,1
482,81,50,15.0,1,6,12.0,1
482,81,51,22.0,1,2,6.0,1
482,81,137,65.0,1,1,8.0,1
483,81,84,14.0,1,3,8.0,1
483,81,12,17.0,1,3,8.0,1
483,81,69,20.0,1,1,2.0,1
483,81,69,20.0,1,7,2.0,1
483,81,69,20.0,1,2,16.0,1
483,81,69,20.0,1,6,16.0,1
483,81,51,22.0,1,2,10.0,1
483,81,114,31.0,1,2,5.0,1
483,81,114,31.0,1,2,5.0,1
483,81,21,34.0,1,3,73.0,1
483,81,148,62.0,1,1,8.0,1
484,85,195,0.0,2,3,13.0,2
485,43,77,-1.0,3,4,10.0,2
485,43,177,5.0,3,3,11.0,2
485,43,154,8.0,3,3,13.0,2
485,43,120,11.0,3,2,9.0,1
485,43,92,14.0,3,8,2.0,1
485,43,73,23.0,3,1,11.0,1
486,142,36,2.0,3,3,7.0,2
486,142,92,9.0,3,10,10.0,1
486,142,61,11.0,3,2,6.0,1
486,142,38,13.0,3,2,53.0,1
486,142,139,15.0,3,2,11.0,1
486,142,83,23.0,3,1,3.0,1
486,142,98,48.0,3,2,16.0,1
486,142,98,48.0,3,2,16.0,1
486,142,94,62.0,3,1,13.0,1
486,142,94,62.0,3,2,13.0,1
486,142,156,82.0,3,6,9.0,1
487,197,111,23.0,1,2,72.0,1
488,89,59,8.0,3,1,16.0,1
488,89,59,8.0,3,4,16.0,1
488,89,21,10.0,3,1,8.0,1
489,68,85,73.0,2,7,139.0,1
489,68,4,122.0,2,2,15.0,1
490,32,71,6.0,3,2,9.0,1
491,46,163,6.0,3,3,39.0,2
491,46,138,17.0,3,8,6.0,2
491,46,61,21.0,3,2,10.0,1
491,46,111,27.0,3,1,28.0,1
491,46,111,27.0,3,8,28.0,1
491,46,111,27.0,3,1,32.0,1
491,46,111,27.0,3,1,32.0,1
491,46,99,69.0,3,2,25.0,1
491,46,99,69.0,3,2,25.0,1
491,46,58,82.0,3,2,18.0,1
492,110,71,5.0,3,2,5.0,1
492,110,71,5.0,3,2,5.0,1
492,110,5,10.0,3,2,6.0,1
492,110,64,13.0,3,1,10.0,1
492,110,137,22.0,3,1,7.0,1
493,88,6,7.0,3,1,5.0,1
493,88,6,7.0,3,2,5.0,1
493,88,6,7.0,3,2,5.0,1
493,88,6,7.0,3,2,5.0,1
494,35,12,-1.0,1,4,12.0,1
494,35,69,2.0,1,3,4.0,1
495,27,30,18.0,3,7,5.0,2
496,131,112,35.0,3,1,6.0,1
497,82,79,117.0,3,1,4.0,1
497,82,79,117.0,3,8,4.0,1
498,158,40,-88.0,3,1,9.0,1
498,158,83,-85.0,3,7,6.0,1
498,158,113,11.0,3,2,4.0,1
499,103,58,3.0,2,12,8.0,1
499,103,16,4.0,2,8,9.0,1
500,198,16,230.0,4,12,6.0,1
500,198,39,234.0,4,1,37.0,1
501,127,1,6.0,1,1,12.0,1
502,38,63,8.0,2,2,4.0,1
503,65,3,8.0,1,2,8.0,1
504,158,110,0.0,3,3,11.0,1
504,158,72,13.0,3,2,8.0,1
504,158,72,13.0,3,2,31.0,1
505,49,84,5.0,3,2,3.0,1
506,199,80,41.0,2,1,3.0,1
506,199,89,42.0,2,1,3.0,1
507,7,13,-1.0,3,4,10.0,1
507,7,155,7.0,3,8,5.0,1
507,7,155,7.0,3,2,5.0,1
507,7,65,18.0,3,2,3.0,1
507,7,31,19.0,3,2,12.0,1
507,7,108,34.0,3,2,8.0,1
508,200,177,299.0,2,1,162.0,5
508,200,36,301.0,2,3,10.0,2
508,200,154,302.0,2,3,9.0,2
508,200,154,302.0,2,1,24.0,2
508,200,34,307.0,2,2,18.0,1
509,161,79,13.0,3,2,3.0,1
509,161,26,18.0,3,3,26.0,1
510,41,136,86.0,3,1,6.0,1
511,52,115,33.0,2,3,4.0,1
512,201,76,21.0,1,2,10.0,2
512,201,138,76.0,1,2,19.0,2
513,2,147,9.0,2,10,9.0,1
513,2,147,9.0,2,8,9.0,1
514,110,25,1.0,3,3,2.0,1
514,110,25,1.0,3,3,2.0,1
514,110,150,8.0,3,1,4.0,1
514,110,150,8.0,3,8,4.0,1
514,110,150,8.0,3,3,4.0,1
514,110,150,8.0,3,2,4.0,1
515,202,196,71.0,1,2,12.0,2
516,49,6,-1.0,3,8,10.0,1
516,49,162,43.0,3,3,7.0,1
517,89,16,0.0,3,1,7.0,1
517,89,16,0.0,3,1,7.0,1
517,89,16,0.0,3,4,7.0,1
517,89,16,0.0,3,2,7.0,1
517,89,78,33.0,3,1,3.0,1
517,89,96,34.0,3,1,94.0,1
518,119,122,1.0,2,11,53.0,2
518,119,122,1.0,2,2,53.0,1
518,119,122,1.0,2,1,230.0,2
518,119,122,1.0,2,2,230.0,1
518,119,155,66.0,2,6,8.0,1
518,119,32,79.0,2,2,13.0,1
518,119,79,164.0,2,1,14.0,1
519,83,63,50.0,1,1,2.0,1
519,83,63,50.0,1,1,2.0,1
519,83,63,50.0,1,2,2.0,1
520,117,44,11.0,3,3,10.0,1
521,27,139,41.0,1,2,9.0,1
522,138,26,6.0,3,3,7.0,1
523,2,116,21.0,1,2,9.0,1
523,2,116,21.0,1,6,9.0,1
524,52,20,6.0,2,2,9.0,1
525,77,132,11.0,3,1,7.0,1
525,77,19,12.0,3,11,16.0,1
526,8,142,6.0,3,1,3.0,1
526,8,142,6.0,3,6,3.0,1
527,108,177,20.0,2,8,13.0,2
527,108,177,20.0,2,2,13.0,1
